country,region,happiness_rank,happiness_score,standard_error,economy_(gdp_per_capita),family,health_(life_expectancy),freedom,trust_(government_corruption),generosity,dystopia_residual,year,lower_confidence_interval,upper_confidence_interval,happiness.rank,happiness.score,whisker.high,whisker.low,economy..gdp.per.capita.,health..life.expectancy.,trust..government.corruption.,dystopia.residual,happiness_to_gdp_ratio
Latvia,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.579919505533994
Philippines,Southeastern Asia,90.0,5.073,0.04934,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.192480009073897
Somaliland region,Sub-Saharan Africa,91.0,5.057,0.06161,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2.11032,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,26.83185652889054
Morocco,Middle East and Northern Africa,92.0,5.013,0.0342,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.822357408239088
Macedonia,Central and Eastern Europe,93.0,5.007,0.05376,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.451219910507234
Mozambique,Sub-Saharan Africa,94.0,4.971,0.07896,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,59.83389504092441
Albania,Central and Eastern Europe,95.0,4.959,0.05013,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.643757041892861
Bosnia and Herzegovina,Central and Eastern Europe,96.0,4.949,0.06913,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.946673395575742
Lesotho,Sub-Saharan Africa,97.0,4.898,0.09438,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2.79832,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.0456785191104
Dominican Republic,Latin America and Caribbean,98.0,4.885,0.07446,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,1.21305,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.455845069636016
Laos,Southeastern Asia,99.0,4.876,0.06698,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.255172180272917
Mongolia,Eastern Asia,100.0,4.874,0.03313,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.885122979026551
Swaziland,Sub-Saharan Africa,101.0,4.867,0.08742,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.835098165884897
Greece,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.01397,0.0,1.80101,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.208620002426217
Lebanon,Middle East and Northern Africa,103.0,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.718029718029718
Hungary,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.282120363266544
Honduras,Latin America and Caribbean,105.0,4.788,0.05648,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.042733319895184
Tajikistan,Central and Eastern Europe,106.0,4.786,0.03198,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,12.257023586959304
Tunisia,Middle East and Northern Africa,107.0,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.378321019599832
Palestinian Territories,Middle East and Northern Africa,108.0,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.04384,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.875791337464713
Bangladesh,Southern Asia,109.0,4.694,0.03077,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.807913868135739
Iran,Middle East and Northern Africa,110.0,4.686,0.04449,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.6944,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.645122918318795
Ukraine,Central and Eastern Europe,111.0,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.85805999474389
Iraq,Middle East and Northern Africa,112.0,4.677,0.05232,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.745862464357832
South Africa,Sub-Saharan Africa,113.0,4.642,0.04585,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.042966246238417
Ghana,Sub-Saharan Africa,114.0,4.633,0.04742,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.49188020088713
Zimbabwe,Sub-Saharan Africa,115.0,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,17.011070110701105
Liberia,Sub-Saharan Africa,116.0,4.571,0.11068,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2.77729,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,64.1994382022472
India,Southern Asia,117.0,4.565,0.02043,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.0776291105288465
Sudan,Sub-Saharan Africa,118.0,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.732032164584412
Haiti,Latin America and Caribbean,119.0,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,16.938477111685973
Congo (Kinshasa),Sub-Saharan Africa,120.0,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,inf
Nepal,Southern Asia,121.0,4.514,0.03607,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,12.53993388337917
Ethiopia,Sub-Saharan Africa,122.0,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,23.656477743406906
Sierra Leone,Sub-Saharan Africa,123.0,4.507,0.07068,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.64765019379845
Mauritania,Sub-Saharan Africa,124.0,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,9.769418812077433
Kenya,Sub-Saharan Africa,125.0,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,12.116476104302048
Djibouti,Sub-Saharan Africa,126.0,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,9.923906871095967
Armenia,Central and Eastern Europe,127.0,4.35,0.04763,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.662514156285391
Botswana,Sub-Saharan Africa,128.0,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.360122792008454
Myanmar,Southeastern Asia,129.0,4.307,0.04351,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,15.888298657222963
Georgia,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.79188569888125
Malawi,Sub-Saharan Africa,131.0,4.292,0.0613,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,267.58104738154617
Sri Lanka,Southern Asia,132.0,4.271,0.03751,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.1135003112877735
Cameroon,Sub-Saharan Africa,133.0,4.252,0.04678,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.063905325443788
Bulgaria,Central and Eastern Europe,134.0,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.167325324059437
Egypt,Middle East and Northern Africa,135.0,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.756180539804944
Yemen,Middle East and Northern Africa,136.0,4.077,0.04367,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.460337792091346
Angola,Sub-Saharan Africa,137.0,4.033,0.04758,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.322125155058197
Mali,Sub-Saharan Africa,138.0,3.995,0.05602,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,15.321776482319551
Congo (Brazzaville),Sub-Saharan Africa,139.0,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.877759113547284
Comoros,Sub-Saharan Africa,140.0,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,1.95812,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,16.548146908725844
Uganda,Sub-Saharan Africa,141.0,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,18.62856601270022
Senegal,Sub-Saharan Africa,142.0,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.696476519261328
Gabon,Sub-Saharan Africa,143.0,3.896,0.04547,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.6746397042179124
Niger,Sub-Saharan Africa,144.0,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,55.403458213256485
Cambodia,Southeastern Asia,145.0,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.295321256353446
Tanzania,Sub-Saharan Africa,146.0,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.257363253856942
Madagascar,Sub-Saharan Africa,147.0,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.851,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,17.676719170188242
Central African Republic,Sub-Saharan Africa,148.0,3.678,0.06112,0.0785,0.0,0.06699,0.48879,0.08289,0.23835,2.7223,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,46.853503184713375
Chad,Sub-Saharan Africa,149.0,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.724417278390312
Guinea,Sub-Saharan Africa,150.0,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,20.990985818453236
Ivory Coast,Sub-Saharan Africa,151.0,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.854471998968497
Burkina Faso,Sub-Saharan Africa,152.0,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.896637222997056
Afghanistan,Southern Asia,153.0,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.178162716528048
Rwanda,Sub-Saharan Africa,154.0,3.465,0.03464,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,15.602485590778098
Benin,Sub-Saharan Africa,155.0,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.651840223268794
Syria,Middle East and Northern Africa,156.0,3.006,0.05015,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.532569360675512
Burundi,Sub-Saharan Africa,157.0,2.905,0.08658,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,189.86928104575162
Togo,Sub-Saharan Africa,158.0,2.839,0.06727,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,2015,5.282394904458599,5.481974522292994,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.604562008817327
Denmark,Western Europe,1.0,7.526,0.04788474683544304,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2.73939,2016,7.46,7.592,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.2199364674222135
Switzerland,Western Europe,2.0,7.509,0.04788474683544304,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,2016,7.428,7.59,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.916422777003005
Iceland,Western Europe,3.0,7.501,0.04788474683544304,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137,2016,7.333,7.669,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.257734849228267
Norway,Western Europe,4.0,7.498,0.04788474683544304,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465,2016,7.421,7.575,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.75327112283193
Finland,Western Europe,5.0,7.413,0.04788474683544304,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596,2016,7.351,7.475,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.272478982631332
Canada,North America,6.0,7.404,0.04788474683544304,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,2016,7.335,7.473,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.141131132173732
Netherlands,Western Europe,7.0,7.339,0.04788474683544304,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749,2016,7.284,7.394,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.01065079061638
New Zealand,Australia and New Zealand,8.0,7.334,0.04788474683544304,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553,2016,7.264,7.404,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.390031308335661
Australia,Australia and New Zealand,9.0,7.313,0.04788474683544304,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,2016,7.241,7.385,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.062896782813981
Sweden,Western Europe,10.0,7.291,0.04788474683544304,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,2016,7.227,7.355,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.022007011936823
Israel,Middle East and Northern Africa,11.0,7.267,0.04788474683544304,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029,2016,7.199,7.335,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.432621144386466
Austria,Western Europe,12.0,7.119,0.04788474683544304,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,2016,7.045,7.193,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.908368841269184
United States,North America,13.0,7.104,0.04788474683544304,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782,2016,7.02,7.188,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.711000291784928
Costa Rica,Latin America and Caribbean,14.0,7.087,0.04788474683544304,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35168,2016,6.999,7.175,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.630862938463122
Puerto Rico,Latin America and Caribbean,15.0,7.039,0.04788474683544304,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076,2016,6.794,7.284,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.177905445664727
Germany,Western Europe,16.0,6.994,0.04788474683544304,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931,2016,6.93,7.058,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.830544178690076
Brazil,Latin America and Caribbean,17.0,6.952,0.04788474683544304,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,3.50733,2016,6.875,7.029,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.392408555087629
Belgium,Western Europe,18.0,6.929,0.04788474683544304,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,2016,6.861,6.997,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.8611257269940165
Ireland,Western Europe,19.0,6.907,0.04788474683544304,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988,2016,6.836,6.978,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.656163838722943
